"","Original Position","Primary Prefix","Alternate Prefix","Local Identifier","Entity Identifier (e.g., IRI)","Identifier Namespace Path if Different","Identifier Resolution - Computable (y/n)","Identifier Resolution - Human Viewable (y/n)","Different Namespace for Human Readable Pages","Homepage","Description","Title","Source URL"
"189",184,"hw","","","https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl","https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl","","","","","","Home Weather",""
"190",185,"hydra","","","http://www.w3.org/ns/hydra/core","http://www.w3.org/ns/hydra/core#","","","","","","The Hydra Core Vocabulary",""
"191",186,"ic","","","http://ontology.eil.utoronto.ca/icontact.owl","http://ontology.eil.utoronto.ca/icontact.owl#","","","","","","International Contact Ontology: Addresses, phone numbers and emails.",""
"192",187,"idemo","","","http://rdf.insee.fr/def/demo","http://rdf.insee.fr/def/demo#","","","","","","Ontologie démographique de l'INSEE",""
"193",188,"identity","","","http://www.ecole.ensicaen.fr/~vincentj/owl/id.owl","http://www.ecole.ensicaen.fr/~vincentj/owl/id.owl","","","","","","Ontology of digital identity.",""
"194",189,"igeo","","","http://rdf.insee.fr/def/geo","http://rdf.insee.fr/def/geo#","","","","","","Ontologie géographique de l'INSEE",""
"195",189,"igeo","","","http://rdf.insee.fr/def/geo","http://rdf.insee.fr/def/geo#","","","","","","French Statistical ontology for geolocation",""
"196",190,"ignf","","","http://data.ign.fr/def/ignf","http://data.ign.fr/def/ignf#","","","","","","Ontologie des systèmes de coordonnées de référence",""
"197",190,"ignf","","","http://data.ign.fr/def/ignf","http://data.ign.fr/def/ignf#","","","","","","Ontology of coordinates reference systems",""
"198",191,"incident","","","http://vocab.resc.info/incident","http://vocab.resc.info/incident#","","","","","","Vocabulary to describe incident response by emergency services",""
"199",192,"infor","","","http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl","http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#","","","","","","Information Realization",""
"200",193,"inno","","","http://purl.org/innovation/ns","http://purl.org/innovation/ns#","","","","","","Ontology for Innovation",""
"201",194,"interval","","","http://reference.data.gov.uk/def/intervals","http://reference.data.gov.uk/def/intervals/","","","","","","Intervals Ontology",""
"202",195,"iol","","","http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl","http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl#","","","","","","Information Objects ontology",""
"203",196,"ipo","","","http://purl.org/ipo/core","http://purl.org/ipo/core#","","","","","","IPO - Issue Procedure Ontology",""
"204",197,"irw","","","http://www.ontologydesignpatterns.org/ont/web/irw.owl","http://www.ontologydesignpatterns.org/ont/web/irw.owl#","","","","","","The Identity of Resources on the Web ontology",""
"205",198,"is","","","http://purl.org/ontology/is/core#","http://purl.org/ontology/is/core#","","","","","","Info Service Ontology",""
"206",199,"isbd","","","http://iflastandards.info/ns/isbd/elements/","http://iflastandards.info/ns/isbd/elements/","","","","","","ISBD elements",""
"207",200,"iso-thes","","","http://purl.org/iso25964/skos-thes","http://purl.org/iso25964/skos-thes#","","","","","","ISO 25964 SKOS extension",""
"208",201,"iso37120","","","http://ontology.eil.utoronto.ca/ISO37120.owl","http://ontology.eil.utoronto.ca/ISO37120.owl#","","","","","","ISO 37120 indicator URIs",""
"209",202,"itm","","","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#","","","","","","Issue Tracking tool Model",""
"210",203,"itsmo","","","http://ontology.it/itsmo/v1","http://ontology.it/itsmo/v1#","","","","","","IT Service Management Ontology",""
"211",204,"juso","","","http://rdfs.co/juso/","http://rdfs.co/juso/","","","","","","Juso Ontology",""
"212",205,"juso.kr","","","http://rdfs.co/juso/kr/","http://rdfs.co/juso/kr/","","","","","","South Korea Extension to Juso Ontology",""
"213",205,"juso.kr","","","http://rdfs.co/juso/kr/","http://rdfs.co/juso/kr/","","","","","","대한민국 주소 온톨로지",""
"214",206,"kdo","","","http://kdo.render-project.eu/kdo#","http://kdo.render-project.eu/kdo#","","","","","","The Knowledge Diversity Ontology",""
"215",207,"keys","","","http://purl.org/NET/c4dm/keys.owl","http://purl.org/NET/c4dm/keys.owl#","","","","","","Keys Ontology",""
"216",208,"km4c","","","http://www.disit.org/km4city/schema","http://www.disit.org/km4city/schema#","","","","","","km4city, the DISIT Knowledge Model for City and Mobility",""
"217",209,"label","","","http://purl.org/net/vocab/2004/03/label","http://purl.org/net/vocab/2004/03/label#","","","","","","label",""
"218",210,"lawd","","","http://lawd.info/ontology/","http://lawd.info/ontology/","","","","","","Linking Ancient World Data Ontology",""
"219",211,"lcy","","","http://purl.org/vocab/lifecycle/schema","http://purl.org/vocab/lifecycle/schema#","","","","","","Lifecycle Schema",""
"220",212,"ldp","","","http://www.w3.org/ns/ldp#","http://www.w3.org/ns/ldp#","","","","","","Linked Data Platform",""
"221",213,"ldr","","","http://purl.oclc.org/NET/ldr/ns#","http://purl.oclc.org/NET/ldr/ns#","","","","","","Linked Data Rights (LDR)",""
"222",214,"ldvm","","","http://linked.opendata.cz/ontology/ldvm/","http://linked.opendata.cz/ontology/ldvm/","","","","","","Vocabulary for Linked Data Visualization Model",""
"223",215,"lemon","","","http://lemon-model.net/lemon","http://lemon-model.net/lemon#","","","","","","LExicon Model for ONtologies",""
"224",216,"lexinfo","","","http://www.lexinfo.net/ontology/2.0/lexinfo","http://www.lexinfo.net/ontology/2.0/lexinfo#","","","","","","LexInfo Ontology",""
"225",217,"lgdo","","","http://linkedgeodata.org/ontology","http://linkedgeodata.org/ontology/","","","","","","LinkedGeoData ontology",""
"226",218,"li","","","http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage","http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage#","","","","","","OWL representation of ISO 19115 (Geographic Information - Metadata - Lineage package)",""
"227",219,"lib","","","http://purl.org/library/","http://purl.org/library/","","","","","","Library extension of schema.org",""
"228",220,"limo","","","http://purl.org/limo-ontology/limo/","http://purl.org/limo-ontology/limo#","","","","","","Linked Statistical Models Vocabulary",""
"229",221,"limoo","","","http://purl.org/LiMo/0.1#","http://purl.org/LiMo/0.1#","","","","","","License Model Ontology",""
"230",222,"lingvo","","","http://www.lingvoj.org/ontology","http://www.lingvoj.org/ontology#","","","","","","The Lingvoj Ontology",""
"231",223,"lio","","","http://purl.org/net/lio","http://purl.org/net/lio#","","","","","","Lightweight Image Ontology",""
"232",224,"llont","","","http://www.linklion.org/ontology","http://www.linklion.org/ontology#","","","","","","LinkLion - the Link Discovery Portal",""
"233",225,"lmm1","","","http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl","http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl#","","","","","","Lexical MetaModel Level 1",""
"234",226,"lmm2","","","http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl","http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl#","","","","","","Lexical MetaModel Level 2",""
"235",227,"loc","","","http://purl.org/ctic/infraestructuras/localizacion","http://purl.org/ctic/infraestructuras/localizacion#","","","","","","Vocabulario de Localizaciones",""
"236",227,"loc","","","http://purl.org/ctic/infraestructuras/localizacion","http://purl.org/ctic/infraestructuras/localizacion#","","","","","","Location Vocabulary",""
"237",228,"locah","","","http://data.archiveshub.ac.uk/def/","http://data.archiveshub.ac.uk/def/","","","","","","The LOCAH RDF Vocabulary",""
"238",229,"locn","","","http://www.w3.org/ns/locn","http://www.w3.org/ns/locn#","","","","","","ISA Programme Location Core Vocabulary",""
"239",230,"lode","","","http://linkedevents.org/ontology/","http://linkedevents.org/ontology/","","","","","","Linking Open Descriptions of Events",""
"240",231,"log","","","http://www.w3.org/2000/10/swap/log","http://www.w3.org/2000/10/swap/log#","","","","","","SWAP Logic Ontology",""
"241",232,"lom","","","http://data.opendiscoveryspace.eu/lom_ontology_ods.owl","http://data.opendiscoveryspace.eu/lom_ontology_ods.owl#","","","","","","Learning Object Metadata Ontology",""
"242",233,"loted","","","http://loted.eu/ontology","http://loted.eu/ontology#","","","","","","LOTED ontology",""
"243",234,"lsc","","","http://linkedscience.org/lsc/ns#","http://linkedscience.org/lsc/ns#","","","","","","Linked Science Core Vocabulary",""
"244",235,"lsweb","","","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl#","","","","","","ELSEWeb Data Ontology",""
"245",236,"lswmo","","","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl#","","","","","","ELSEWeb Modelling Ontology",""
"246",237,"lv","","","http://purl.org/lobid/lv","http://purl.org/lobid/lv#","","","","","","lobid vocab",""
"247",238,"lvont","","","http://lexvo.org/ontology","http://lexvo.org/ontology#","","","","","","Lexvo.org Ontology",""
"248",239,"lyou","","","http://purl.org/linkingyou/","http://purl.org/linkingyou/","","","","","","Linking-you vocabulary",""
"249",240,"ma-ont","","","http://www.w3.org/ns/ma-ont","http://www.w3.org/ns/ma-ont#","","","","","","Ontology for Media Resources",""
"250",241,"mads","","","http://www.loc.gov/mads/rdf/v1","http://www.loc.gov/mads/rdf/v1#","","","","","","Metadata Authority Description Schema",""
"251",242,"marl","","","http://www.gsi.dit.upm.es/ontologies/marl/ns","http://www.gsi.dit.upm.es/ontologies/marl/ns#","","","","","","Marl Ontology Specification",""
"252",243,"maso","","","http://securitytoolbox.appspot.com/MASO","http://securitytoolbox.appspot.com/MASO#","","","","","","Sécurité Agents Mobiles",""
"253",243,"maso","","","http://securitytoolbox.appspot.com/MASO","http://securitytoolbox.appspot.com/MASO#","","","","","","Mobile Agents Security",""
"254",244,"md","","","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#","","","","","","OWL representation of ISO 19115",""
"255",245,"meb","","","http://rdf.myexperiment.org/ontologies/base/","http://rdf.myexperiment.org/ontologies/base/","","","","","","The myExperiment Base Ontology",""
"256",246,"media","","","http://purl.org/media","http://purl.org/media#","","","","","","The Media RDF Vocabulary",""
"257",247,"mexalgo","","","http://mex.aksw.org/mex-algo","http://mex.aksw.org/mex-algo#","","","","","","MEX Algorithm Ontology",""
"258",248,"mexcore","","","http://mex.aksw.org/mex-core","http://mex.aksw.org/mex-core#","","","","","","MEX Core Vocabulary",""
"259",248,"mexcore","","","http://mex.aksw.org/mex-core","http://mex.aksw.org/mex-core#","","","","","","Vocabulario MEX (mex-core)",""
"260",249,"mexperf","","","http://mex.aksw.org/mex-perf","http://mex.aksw.org/mex-perf#","","","","","","MEX Performance Ontology",""
"261",250,"mil","","","http://rdf.muninn-project.org/ontologies/military","http://rdf.muninn-project.org/ontologies/military#","","","","","","Military Ontology Specification",""
"262",251,"mo","","","http://purl.org/ontology/mo/","http://purl.org/ontology/mo/","","","","","","Music Ontology",""
"263",252,"moac","","","http://www.observedchange.com/moac/ns#","http://observedchange.com/moac/ns#","","","","","","Management of a Crisis Vocabulary",""
"264",253,"moat","","","http://moat-project.org/ns#","http://moat-project.org/ns#","","","","","","Meaning of a Tag Ontology",""
"265",254,"mrel","","","http://id.loc.gov/vocabulary/relators","http://id.loc.gov/vocabulary/relators/","","","","","","MARC Code List for Relators",""
"266",255,"msm","","","http://iserve.kmi.open.ac.uk/ns/msm","http://iserve.kmi.open.ac.uk/ns/msm#","","","","","","Minimal Service Model",""
"267",256,"msr","","","http://www.telegraphis.net/ontology/measurement/measurement#","http://www.telegraphis.net/ontology/measurement/measurement#","","","","","","Measurement Ontology",""
"268",257,"mtlo","","","http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl","http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#","","","","","","MarineTLO Ontology",""
"269",258,"music","","","http://www.kanzaki.com/ns/music","http://www.kanzaki.com/ns/music#","","","","","","Music Vocabulary",""
"270",259,"muto","","","http://purl.org/muto/core","http://purl.org/muto/core#","","","","","","Modular Unified Tagging Ontology (MUTO)",""
"271",260,"mvco","","","http://purl.oclc.org/NET/mvco.owl","http://purl.oclc.org/NET/mvco.owl#","","","","","","Media Value Chain Ontology",""
"272",261,"nao","","","http://www.semanticdesktop.org/ontologies/2007/08/15/nao","http://www.semanticdesktop.org/ontologies/2007/08/15/nao#","","","","","","NEPOMUK Annotation Ontology",""
"273",262,"ncal","","","http://www.semanticdesktop.org/ontologies/2007/04/02/ncal","http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#","","","","","","NEPOMUK Calendar Ontology",""
"274",263,"nco","","","http://www.semanticdesktop.org/ontologies/2007/03/22/nco","http://www.semanticdesktop.org/ontologies/2007/03/22/nco#","","","","","","NEPOMUK Contact Ontology",""
"275",264,"nfo","","","http://www.semanticdesktop.org/ontologies/2007/03/22/nfo","http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#","","","","","","NEPOMUK File Ontology",""
"276",265,"ngeo","","","http://geovocab.org/geometry","http://geovocab.org/geometry#","","","","","","NeoGeo Geometry Ontology",""
"277",266,"nie","","","http://www.semanticdesktop.org/ontologies/2007/01/19/nie","http://www.semanticdesktop.org/ontologies/2007/01/19/nie#","","","","","","NEPOMUK Information Element Core Ontology",""
"278",267,"nif","","","http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#","http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#","","","","","","NLP Interchange Format",""
"279",268,"npg","","","http://ns.nature.com/terms/","http://ns.nature.com/terms/","","","","","","Nature.com Core Ontology",""
"280",269,"nrl","","","http://www.semanticdesktop.org/ontologies/2007/08/15/nrl","http://www.semanticdesktop.org/ontologies/2007/08/15/nrl#","","","","","","NEPOMUK Representational Language",""
"281",270,"nsl","","","http://purl.org/ontology/storyline","http://purl.org/ontology/storyline/","","","","","","A News Storyline Ontology",""
"282",271,"ntag","","","http://ns.inria.fr/nicetag/2010/09/09/voc","http://ns.inria.fr/nicetag/2010/09/09/voc#","","","","","","Nice Tag Ontology",""
"283",272,"oa","","","http://www.w3.org/ns/oa#","http://www.w3.org/ns/oa#","","","","","","Open Annotation Data Model",""
"284",273,"oad","","","http://lod.xdams.org/reload/oad","http://lod.xdams.org/reload/oad/","","","","","","Ontology for archival description",""
"285",274,"oae","","","http://www.ics.forth.gr/isl/oae/core","http://www.ics.forth.gr/isl/oae/core#","","","","","","Open NEE Model",""
"286",275,"oan","","","http://data.lirmm.fr/ontologies/oan","http://data.lirmm.fr/ontologies/oan/","","","","","","Ontologie de l'Assemblée  Nationale",""
"287",275,"oan","","","http://data.lirmm.fr/ontologies/oan","http://data.lirmm.fr/ontologies/oan/","","","","","","Ontology of the French National Assembly",""
"288",276,"obo","","","http://purl.obolibrary.org/obo/obi.owl","http://purl.obolibrary.org/obo/","","","","","","Ontology for Biomedical Investigation",""
"289",277,"obsm","","","http://rdf.geospecies.org/methods/observationMethod.rdf","http://rdf.geospecies.org/methods/observationMethod#","","","","","","Observation Method Ontology",""
"290",278,"oc","","","http://contextus.net/ontology/ontomedia/core/expression#","http://contextus.net/ontology/ontomedia/core/expression#","","","","","","OntoMedia Core",""
"291",279,"ocd","","","http://dati.camera.it/ocd/","http://dati.camera.it/ocd/","","","","","","Ontologia Camera dei Deputati",""
"292",279,"ocd","","","http://dati.camera.it/ocd/","http://dati.camera.it/ocd/","","","","","","Ontology of Italian Deputy Chamber",""
"293",280,"odapp","","","http://vocab.deri.ie/odapp","http://vocab.deri.ie/odapp#","","","","","","Open Data Applications Vocabulary",""
"294",281,"odapps","","","http://semweb.mmlab.be/ns/odapps","http://semweb.mmlab.be/ns/odapps#","","","","","","The vocabulary for (L)OD ideas and applications",""
"295",282,"odpart","","","http://www.ontologydesignpatterns.org/cp/owl/participation.owl","http://www.ontologydesignpatterns.org/cp/owl/participation.owl#","","","","","","Ontology Design Pattern Participation",""
"296",283,"odrl","","","http://www.w3.org/ns/odrl/2/","http://www.w3.org/ns/odrl/2/","","","","","","The Open Digital Rights Language (ODRL) Ontology",""
"297",284,"odrs","","","http://schema.theodi.org/odrs","http://schema.theodi.org/odrs#","","","","","","Open Data Rights Statement Vocabulary",""
"298",285,"odv","","","http://reference.data.gov.uk/def/organogram","http://reference.data.gov.uk/def/organogram/","","","","","","Organogram Data Vocabulary",""
"299",286,"oecc","","","http://www.oegov.org/core/owl/cc","http://www.oegov.org/core/owl/cc#","","","","","","Extended Creative Commons Ontology",""
"300",287,"of","","","http://owlrep.eu01.aws.af.cm/fridge","http://owlrep.eu01.aws.af.cm/fridge#","","","","","","Open Fridge vocabulary",""
"301",288,"ofrd","","","http://purl.org/opdm/refrigerator#","http://purl.org/opdm/refrigerator#","","","","","","Fridge and Freezer Vocabulary",""
"302",289,"og","","","http://ogp.me/ns","http://ogp.me/ns#","","","","","","Open Graph Protocol Vocabulary",""
"303",290,"oh","","","http://semweb.mmlab.be/ns/oh","http://semweb.mmlab.be/ns/oh#","","","","","","The Opening Hours vocabulary",""
"304",291,"olca","","","http://www.lingvoj.org/olca","http://www.lingvoj.org/olca#","","","","","","Ontology Loose Coupling Annotation",""
"305",292,"olo","","","http://purl.org/ontology/olo/core#","http://purl.org/ontology/olo/core#","","","","","","Ordered List Ontology",""
"306",293,"om","","","http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation","http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation#","","","","","","ISO 19156 Observation Model",""
"307",294,"omn","","","http://open-multinet.info/ontology/omn","http://open-multinet.info/ontology/omn#","","","","","","Open-Multinet Upper Ontology",""
"308",295,"omnfed","","","http://open-multinet.info/ontology/omn-federation","http://open-multinet.info/ontology/omn-federation#","","","","","","Open-Multinet Upper Federation Ontology",""
"309",296,"omnlc","","","http://open-multinet.info/ontology/omn-lifecycle","http://open-multinet.info/ontology/omn-lifecycle#","","","","","","Open-Multinet Upper Lifecycle Ontology",""
"310",297,"onc","","","http://www.ics.forth.gr/isl/oncm/core","http://www.ics.forth.gr/isl/oncm/core#","","","","","","Open NEE Configuration Model",""
"311",298,"ont","","","http://purl.org/net/ns/ontology-annot","http://purl.org/net/ns/ontology-annot#","","","","","","Ontology annotation DLiser vocabulary",""
"312",299,"ontopic","","","http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl","http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl#","","","","","","Ontopic Ontology",""
"313",300,"ontosec","","","http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl","http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#","","","","","","Ontology Security",""
"314",301,"onyx","","","http://www.gsi.dit.upm.es/ontologies/onyx/ns","http://www.gsi.dit.upm.es/ontologies/onyx/ns#","","","","","","Onyx Emotion Ontology",""
"315",302,"oo","","","http://purl.org/openorg/","http://purl.org/openorg/","","","","","","Open Organisations",""
"316",303,"op","","","http://environment.data.gov.au/def/op","http://environment.data.gov.au/def/op#","","","","","","Observable properties",""
"317",304,"open311","","","http://ontology.eil.utoronto.ca/open311.owl","http://ontology.eil.utoronto.ca/open311#","","","","","","Open 311 Ontology: An Ontology for publishing a city's non-emergency events.",""
"318",305,"opmo","","","http://openprovenance.org/model/opmo","http://openprovenance.org/model/opmo#","","","","","","Open Provenance Model",""
"319",306,"opmv","","","http://purl.org/net/opmv/ns#","http://purl.org/net/opmv/ns#","","","","","","Open Provenance Model Vocabulary",""
"320",307,"opmw","","","http://www.opmw.org/ontology/","http://www.opmw.org/ontology/","","","","","","The OPMW Ontology",""
"321",308,"opo","","","http://online-presence.net/opo/ns#","http://online-presence.net/opo/ns#","","","","","","Online Presence Ontology",""
"322",309,"opus","","","http://lsdis.cs.uga.edu/projects/semdis/opus#","http://lsdis.cs.uga.edu/projects/semdis/opus#","","","","","","SwetoDblp Ontology of Computer Science Publications",""
"323",310,"ore","","","http://www.openarchives.org/ore/terms/","http://www.openarchives.org/ore/terms/","","","","","","The OAI ORE terms vocabulary",""
"324",311,"org","","","http://www.w3.org/ns/org#","http://www.w3.org/ns/org#","","","","","","Core organization ontology",""
"325",312,"orges","","","http://datos.gob.es/def/sector-publico/organizacion#","http://datos.gob.es/def/sector-publico/organizacion#","","","","","","Ontology about Spanish public organizations",""
"326",312,"orges","","","http://datos.gob.es/def/sector-publico/organizacion#","http://datos.gob.es/def/sector-publico/organizacion#","","","","","","Ontología sobre organizaciones públicas en España",""
"327",313,"osadm","","","http://data.ordnancesurvey.co.uk/ontology/admingeo/","http://data.ordnancesurvey.co.uk/ontology/admingeo/","","","","","","The administrative geography and civil voting area ontology",""
"328",314,"osgeom","","","http://data.ordnancesurvey.co.uk/ontology/geometry/","http://data.ordnancesurvey.co.uk/ontology/geometry/","","","","","","Ordnance Survey Geometry Ontology",""
"329",315,"oslc","","","http://open-services.net/ns/core#","http://open-services.net/ns/core#","","","","","","OSLC Core Vocabulary",""
"330",316,"oslo","","","http://purl.org/oslo/ns/localgov","http://purl.org/oslo/ns/localgov#","","","","","","OSLO Exchange Standard",""
"331",317,"osp","","","http://data.lirmm.fr/ontologies/osp","http://data.lirmm.fr/ontologies/osp#","","","","","","Ontologie du Service Public",""
"332",317,"osp","","","http://data.lirmm.fr/ontologies/osp","http://data.lirmm.fr/ontologies/osp#","","","","","","French Public Services Ontology",""
"333",318,"osr","","","http://contextus.net/ontology/ontomedia/core/space#","http://contextus.net/ontology/ontomedia/core/space#","","","","","","OntoMedia Space Representation",""
"334",319,"osspr","","","http://data.ordnancesurvey.co.uk/ontology/spatialrelations/","http://data.ordnancesurvey.co.uk/ontology/spatialrelations/","","","","","","Spatial Relations Ontology",""
"335",320,"ostop","","","http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl","http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl#","","","","","","Ordnance Survey Topography Ontology",""
"336",321,"ov","","","http://open.vocab.org/terms","http://open.vocab.org/terms/","","","","","","OpenVocab",""
"337",322,"owl","","","http://www.w3.org/2002/07/owl","http://www.w3.org/2002/07/owl#","","","","","","The OWL 2 Schema vocabulary",""
"338",323,"p-plan","","","http://purl.org/net/p-plan#","http://purl.org/net/p-plan#","","","","","","The P-PLAN Ontology",""
"339",324,"parl","","","http://reference.data.gov.uk/def/parliament","http://reference.data.gov.uk/def/parliament/","","","","","","Parliament Ontology",""
"340",325,"part","","","http://purl.org/vocab/participation/schema","http://purl.org/vocab/participation/schema#","","","","","","Participation Schema",""
"341",326,"passim","","","http://data.lirmm.fr/ontologies/passim","http://data.lirmm.fr/ontologies/passim#","","","","","","PASSIM ontology",""
"342",327,"pat","","","http://purl.org/hpi/patchr#","http://purl.org/hpi/patchr#","","","","","","Patch Request Ontology",""
"343",328,"pattern","","","http://www.essepuntato.it/2008/12/pattern","http://www.essepuntato.it/2008/12/pattern#","","","","","","The Pattern Ontology",""
"344",329,"pav","","","http://purl.org/pav/","http://purl.org/pav/","","","","","","Provenance, Authoring and Versioning",""
"345",330,"pay","","","http://reference.data.gov.uk/def/payment#","http://reference.data.gov.uk/def/payment#","","","","","","Payments ontology",""
"346",331,"pbo","","","http://purl.org/ontology/pbo/core#","http://purl.org/ontology/pbo/core#","","","","","","Play Back Ontology",""
"347",332,"pc","","","http://purl.org/procurement/public-contracts","http://purl.org/procurement/public-contracts#","","","","","","Public Contracts Ontology",""
"348",333,"pdo","","","http://vocab.deri.ie/pdo","http://ontologies.smile.deri.ie/pdo#","","","","","","Project Documents Ontology",""
"349",334,"person","","","http://www.w3.org/ns/person","http://www.w3.org/ns/person#","","","","","","ISA Programme Person Core Vocabulary",""
"350",335,"pext","","","http://www.ontotext.com/proton/protonext","http://www.ontotext.com/proton/protonext#","","","","","","PROTON Extent module",""
"351",336,"phdd","","","http://rdf-vocabulary.ddialliance.org/phdd","http://rdf-vocabulary.ddialliance.org/phdd#","","","","","","Physical Data Description",""
"352",337,"place","","","http://purl.org/ontology/places","http://purl.org/ontology/places#","","","","","","The Places Ontology",""
"353",338,"plo","","","http://purl.org/net/po#","http://purl.org/net/po#","","","","","","Playlist Ontology",""
"354",339,"pmlp","","","http://inference-web.org/2.0/pml-provenance.owl","http://inference-web.org/2.0/pml-provenance.owl#","","","","","","PML2 provenance ontology",""
"355",340,"pna","","","http://data.press.net/ontology/asset/","http://data.press.net/ontology/asset/","","","","","","Press.net Asset Ontology",""
"356",341,"pnc","","","http://data.press.net/ontology/classification/","http://data.press.net/ontology/classification/","","","","","","Press.net Classification Ontology",""
"357",342,"pne","","","http://data.press.net/ontology/event/","http://data.press.net/ontology/event/","","","","","","Press.net Event Ontology",""
"358",343,"pni","","","http://data.press.net/ontology/identifier/","http://data.press.net/ontology/identifier/","","","","","","SNaP Identifier Ontology",""
"359",344,"pns","","","http://data.press.net/ontology/stuff/","http://data.press.net/ontology/stuff/","","","","","","Press.net Stuff Ontology",""
"360",345,"pnt","","","http://data.press.net/ontology/tag/","http://data.press.net/ontology/tag/","","","","","","Press.net Tag Ontology",""
"361",346,"po","","","http://purl.org/ontology/po/","http://purl.org/ontology/po/","","","","","","Programmes ontology",""
"362",347,"poder","","","http://dev.poderopedia.com/vocab/schema","http://dev.poderopedia.com/vocab/","","","","","","Poder Vocabulary",""
"363",348,"postcode","","","http://data.ordnancesurvey.co.uk/ontology/postcode/","http://data.ordnancesurvey.co.uk/ontology/postcode/","","","","","","Postcode Ontology",""
"364",349,"poste","","","http://data.lirmm.fr/ontologies/poste","http://data.lirmm.fr/ontologies/poste#","","","","","","Ontologie de la Poste",""
"365",349,"poste","","","http://data.lirmm.fr/ontologies/poste","http://data.lirmm.fr/ontologies/poste#","","","","","","""La Poste"" Ontology",""
"366",350,"ppo","","","http://vocab.deri.ie/ppo","http://vocab.deri.ie/ppo#","","","","","","Privacy Preference Ontology",""
"367",351,"pproc","","","http://contsem.unizar.es/def/sector-publico/pproc","http://contsem.unizar.es/def/sector-publico/pproc#","","","","","","PPROC ontology",""
"368",352,"pr","","","http://purl.org/ontology/prv/core#","http://purl.org/ontology/prv/core#","","","","","","Property Reification Vocabulary",""
"369",353,"premis","","","http://www.loc.gov/premis/rdf/v1","http://www.loc.gov/premis/rdf/v1#","","","","","","PREMIS Ontology",""
"370",354,"prissma","","","http://ns.inria.fr/prissma/v2#","http://ns.inria.fr/prissma/v2#","","","","","","Presentation of Resources for Interoperable Semantic and Shareable Mobile Adaptability",""
"371",355,"pro","","","http://purl.org/spar/pro","http://purl.org/spar/pro/","","","","","","The Publishing Roles Ontology",""
"372",356,"prog","","","http://purl.org/prog/","http://purl.org/prog/","","","","","","The Event Programme Vocabulary",""
"373",357,"prov","","","http://www.w3.org/ns/prov#","http://www.w3.org/ns/prov#","","","","","","W3C PROVenance Interchange",""
"374",358,"prv","","","http://purl.org/net/provenance/ns#","http://purl.org/net/provenance/ns#","","","","","","Provenance Vocabulary Core Ontology",""
"375",359,"prvt","","","http://purl.org/net/provenance/types#","http://purl.org/net/provenance/types#","","","","","","Provenance Vocabulary types",""
"376",360,"pso","","","http://purl.org/spar/pso","http://purl.org/spar/pso/","","","","","","The Publishing Status Ontology",""
"377",361,"ptop","","","http://www.ontotext.com/proton/protontop","http://www.ontotext.com/proton/protontop#","","","","","","PROTON (Proto Ontology), Top Module",""
"378",362,"pwo","","","http://purl.org/spar/pwo","http://purl.org/spar/pwo/","","","","","","The Publishing Workflow Ontology",""
"379",363,"qb","","","http://purl.org/linked-data/cube","http://purl.org/linked-data/cube#","","","","","","The data cube vocabulary",""
"380",364,"qb4o","","","http://purl.org/qb4olap/cubes","http://purl.org/qb4olap/cubes#","","","","","","Vocabulary for publishing OLAP data cubes",""
