"","Original Position","Primary Prefix","Alternate Prefix","Local Identifier","Entity Identifier (e.g., IRI)","Identifier Namespace Path if Different","Identifier Resolution - Computable (y/n)","Identifier Resolution - Human Viewable (y/n)","Different Namespace for Human Readable Pages","Homepage","Description","Title","Source URL"
"105",72,"",NA,"miapa","http://purl.obolibrary.org/obo/miapa.owl","http://purl.obolibrary.org/obo/miapa.owl","","","","http://www.evoio.org/wiki/MIAPA","An application ontology to formalize annotation of phylogenetic data.","",""
"106",73,"",NA,"micro",NA,NA,"","","","https://github.com/carrineblank/MicrO","An ontology of prokaryotic phenotypic and metabolic characters","",""
"107",74,"",NA,"mirnao","http://purl.obolibrary.org/obo/mirnao.owl","http://purl.obolibrary.org/obo/mirnao.owl","","","","http://code.google.com/p/mirna-ontology/","An application ontology for use with miRNA databases.","",""
"108",75,"",NA,"miro","http://purl.obolibrary.org/obo/miro.owl","http://purl.obolibrary.org/obo/miro.owl","","","","http://anobase.vectorbase.org","Application ontology for entities related to insecticide resistance in mosquitos","",""
"109",76,"RGD",NA,"mmo","http://purl.obolibrary.org/obo/mmo.owl","http://purl.obolibrary.org/obo/mmo.owl","","","http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=MMO:0000000","http://rgd.mcw.edu/rgdweb/ontology/search.html","A representation of the variety of methods used to make clinical and phenotype measurements. ","RGD Ontology Browser",""
"110",77,"",NA,"mmusdv","http://purl.obolibrary.org/obo/mmusdv.owl","http://purl.obolibrary.org/obo/mmusdv.owl","","","","https://github.com/obophenotype/developmental-stage-ontologies/wiki/MmusDv","Life cycle stages for Mus Musculus","",""
"111",78,"",NA,"mod","http://purl.obolibrary.org/obo/mod.owl","http://purl.obolibrary.org/obo/mod.owl","","","","http://www.psidev.info/MOD","PSI-MOD is an ontology consisting of terms that describe protein chemical modifications","",""
"112",79,"",NA,"mop","http://purl.obolibrary.org/obo/mop.owl","http://purl.obolibrary.org/obo/mop.owl","","","","https://github.com/rsc-ontologies/rxno","Processes at the molecular level","",""
"113",80,"MGI",NA,"mp","http://purl.obolibrary.org/obo/mp.owl","http://purl.obolibrary.org/obo/mp.owl","","","http://www.informatics.jax.org/searches/MP_form.shtml","http://www.informatics.jax.org/searches/MP_form.shtml","Standard terms for annotating mammalian phenotypic data.","MGI MP Browser",""
"114",80,"MGI",NA,"mp","http://purl.obolibrary.org/obo/mp.owl","http://purl.obolibrary.org/obo/mp.owl","","","http://www.informatics.jax.org/searches/MP_form.shtml","http://www.informatics.jax.org/searches/MP_form.shtml","Standard terms for annotating mammalian phenotypic data.","Monarch Phenotype Page",""
"115",80,"MGI",NA,"mp","http://purl.obolibrary.org/obo/mp.owl","http://purl.obolibrary.org/obo/mp.owl","","","http://monarchinitiative.org/phenotype/MP:0000001","http://www.informatics.jax.org/searches/MP_form.shtml","Standard terms for annotating mammalian phenotypic data.","MGI MP Browser",""
"116",80,"MGI",NA,"mp","http://purl.obolibrary.org/obo/mp.owl","http://purl.obolibrary.org/obo/mp.owl","","","http://monarchinitiative.org/phenotype/MP:0000001","http://www.informatics.jax.org/searches/MP_form.shtml","Standard terms for annotating mammalian phenotypic data.","Monarch Phenotype Page",""
"117",80,"Monarch",NA,"mp","http://purl.obolibrary.org/obo/mp.owl","http://purl.obolibrary.org/obo/mp.owl","","","http://www.informatics.jax.org/searches/MP_form.shtml","http://www.informatics.jax.org/searches/MP_form.shtml","Standard terms for annotating mammalian phenotypic data.","MGI MP Browser",""
"118",80,"Monarch",NA,"mp","http://purl.obolibrary.org/obo/mp.owl","http://purl.obolibrary.org/obo/mp.owl","","","http://www.informatics.jax.org/searches/MP_form.shtml","http://www.informatics.jax.org/searches/MP_form.shtml","Standard terms for annotating mammalian phenotypic data.","Monarch Phenotype Page",""
"119",80,"Monarch",NA,"mp","http://purl.obolibrary.org/obo/mp.owl","http://purl.obolibrary.org/obo/mp.owl","","","http://monarchinitiative.org/phenotype/MP:0000001","http://www.informatics.jax.org/searches/MP_form.shtml","Standard terms for annotating mammalian phenotypic data.","MGI MP Browser",""
"120",80,"Monarch",NA,"mp","http://purl.obolibrary.org/obo/mp.owl","http://purl.obolibrary.org/obo/mp.owl","","","http://monarchinitiative.org/phenotype/MP:0000001","http://www.informatics.jax.org/searches/MP_form.shtml","Standard terms for annotating mammalian phenotypic data.","Monarch Phenotype Page",""
"121",81,"",NA,"mpath","http://purl.obolibrary.org/obo/mpath.owl","http://purl.obolibrary.org/obo/mpath.owl","","","","http://www.pathbase.net","A structured controlled vocabulary of mutant and transgenic mouse pathology phenotypes","",""
"122",82,"",NA,"mro","http://purl.obolibrary.org/obo/mro.owl","http://purl.obolibrary.org/obo/mro.owl","","","","https://github.com/IEDB/MRO","Represents MHC restrictions","",""
"123",83,"",NA,"ms","http://purl.obolibrary.org/obo/ms.owl","http://purl.obolibrary.org/obo/ms.owl","","","","http://www.psidev.info/groups/controlled-vocabularies","A structured controlled vocabulary for the annotation of experiments concerned with proteomics mass spectrometry.","",""
"124",84,"BioPortal",NA,"nbo","http://purl.obolibrary.org/obo/nbo.owl","http://purl.obolibrary.org/obo/nbo.owl","","","https://bioportal.bioontology.org/ontologies/NBO","https://github.com/bio-ontology-research-group/behavior-ontology/wiki",NA,"BioPortal Ontology Browser",""
"125",85,"NCBI",NA,"ncbitaxon","http://purl.obolibrary.org/obo/ncbitaxon.owl","http://purl.obolibrary.org/obo/ncbitaxon.owl","","","http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","https://github.com/obophenotype/ncbitaxon","An ontology representation of the NCBI organismal taxonomy","NCBI Taxonomy Browser",""
"126",86,"",NA,"ncithesaurus",NA,NA,"","","","https://cabig.nci.nih.gov/concepts/EVS/","an ontology-like vocabulary that includes broad coverage of the cancer domain, including cancer related diseases, findings and abnormalities","",""
"127",87,"",NA,"ncro","http://purl.obolibrary.org/obo/ncro.owl","http://purl.obolibrary.org/obo/ncro.owl","","","","http://omnisearch.soc.southalabama.edu/OntologyFile.aspx","An ontology for non-coding RNA, both of biological origin, and engineered.","",""
"128",88,"",NA,"oae","http://purl.obolibrary.org/obo/oae.owl","http://purl.obolibrary.org/obo/oae.owl","","","","http://www.oae-ontology.org","A biomedical ontology in the domain of adverse events","",""
"129",89,"",NA,"oba","http://purl.obolibrary.org/obo/oba.owl","http://purl.obolibrary.org/obo/oba.owl","","","","https://github.com/obophenotype/bio-attribute-ontology","A collection of biological attributes (traits) covering all kingdoms of life.","",""
"130",90,"",NA,"obcs","http://purl.obolibrary.org/obo/obcs.owl","http://purl.obolibrary.org/obo/obcs.owl","","","","https://github.com/obcs/obcs","A biomedical ontology in the domain of biological and clinical statistics.","",""
"131",91,"",NA,"obib","http://purl.obolibrary.org/obo/obib.owl","http://purl.obolibrary.org/obo/obib.owl","","","","https://github.com/biobanking/biobanking","An ontology built for annotation and modeling of biobank repository and biobanking administration","",""
"132",92,"",NA,"ogg","http://purl.obolibrary.org/obo/ogg.owl","http://purl.obolibrary.org/obo/ogg.owl","","","","http://ogg.googlecode.com/","A formal ontology of genes and genomes of biological organisms.","",""
"133",93,"",NA,"ogi","http://purl.obolibrary.org/obo/ogi.owl","http://purl.obolibrary.org/obo/ogi.owl","","","","https://code.google.com/p/ontology-for-genetic-interval/","An ontology that formalizes the genomic element by defining an upper class genetic interval","",""
"134",94,"",NA,"ogms","http://purl.obolibrary.org/obo/ogms.owl","http://purl.obolibrary.org/obo/ogms.owl","","","","http://code.google.com/p/ogms/","An ontology for representing treatment of disease and diagnosis and on carcinomas and other pathological entities","",""
"135",95,"",NA,"ogsf","http://purl.obolibrary.org/obo/ogsf.owl","http://purl.obolibrary.org/obo/ogsf.owl","","","","https://code.google.com/p/ogsf/","An application ontology to represent genetic susceptibility to a specific disease, adverse event, or a pathological process.","",""
"136",96,"",NA,"olatdv","http://purl.obolibrary.org/obo/olatdv.owl","http://purl.obolibrary.org/obo/olatdv.owl","","","","https://github.com/obophenotype/developmental-stage-ontologies/wiki/OlatDv","Life cycle stages for Medaka","",""
"137",97,"",NA,"omit","http://purl.obolibrary.org/obo/omit.owl","http://purl.obolibrary.org/obo/omit.owl","","","","http://omit.cis.usouthal.edu/",NA,"",""
"138",98,"",NA,"omp","http://purl.obolibrary.org/obo/omp.owl","http://purl.obolibrary.org/obo/omp.owl","","","","http://microbialphenotypes.org","An ontology of phenotypes covering microbes","",""
"139",99,"",NA,"omrse","http://purl.obolibrary.org/obo/omrse.owl","http://purl.obolibrary.org/obo/omrse.owl","","","","","This ontology covers the domain of social entities that are related to health care, such as demographic information and the roles of various individuals and organizations.","",""
"140",100,"",NA,"opl","http://purl.obolibrary.org/obo/opl.owl","http://purl.obolibrary.org/obo/opl.owl","","","","https://github.com/OPL-ontology/OPL","A reference ontology for parasite life cycle stages.","",""
"141",101,"",NA,"ovae","http://purl.obolibrary.org/obo/ovae.owl","http://purl.obolibrary.org/obo/ovae.owl","","","","http://www.violinet.org/ovae/","A biomedical ontology in the domain of vaccine adverse events.","",""
"142",102,"",NA,"pco","http://purl.obolibrary.org/obo/pco.owl","http://purl.obolibrary.org/obo/pco.owl","","","","https://github.com/PopulationAndCommunityOntology/pco","A taxon-neutral ontology of material entities, qualities, and processes related to collections of interacting organisms such as populations and communities.","",""
"143",103,"",NA,"pdumdv","http://purl.obolibrary.org/obo/pdumdv.owl","http://purl.obolibrary.org/obo/pdumdv.owl","","","","https://github.com/obophenotype/developmental-stage-ontologies/wiki/PdumDv","Life cycle stages for Mus Musculus","",""
"144",104,"",NA,"poro","http://purl.obolibrary.org/obo/poro.owl","http://purl.obolibrary.org/obo/poro.owl","","","","https://github.com/obophenotype/porifera-ontology","An ontology covering the anatomy of the taxon Porifera (sponges)","",""
"145",105,"RGD",NA,"pw","http://purl.obolibrary.org/obo/pw.owl","http://purl.obolibrary.org/obo/pw.owl","","","http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=PW:0000001","http://rgd.mcw.edu/rgdweb/ontology/search.html","A controlled vocabulary for annotating gene products to pathways.","RGD Ontology Browser",""
"146",106,"",NA,"rex","http://purl.obolibrary.org/obo/rex.owl","http://purl.obolibrary.org/obo/rex.owl","","","","","An ontology of physico-chemical processes, i.e. physico-chemical changes occurring in course of time.","",""
"147",107,"",NA,"rnao","http://purl.obolibrary.org/obo/rnao.owl","http://purl.obolibrary.org/obo/rnao.owl","","","","https://github.com/bgsu-rna/rnao",NA,"",""
"148",108,"",NA,"ro","http://purl.obolibrary.org/obo/ro.owl","http://purl.obolibrary.org/obo/ro.owl","","","","https://github.com/oborel/obo-relations/","Relationship types shared across multiple ontologies","",""
"149",109,"RGD",NA,"rs","http://purl.obolibrary.org/obo/rs.owl","http://purl.obolibrary.org/obo/rs.owl","","","http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=RS:0000457","http://rgd.mcw.edu/rgdweb/search/strains.html","Ontology of rat strains","RGD Ontology Browser",""
"150",110,"",NA,"rxno","http://purl.obolibrary.org/obo/rxno.owl","http://purl.obolibrary.org/obo/rxno.owl","","","","https://github.com/rsc-ontologies/rxno","Connects organic name reactions to their roles in an organic synthesis and to processes in MOP","",""
"151",111,"",NA,"sbo","http://purl.obolibrary.org/obo/sbo.owl","http://purl.obolibrary.org/obo/sbo.owl","","","","http://www.ebi.ac.uk/sbo/","Terms commonly used in Systems Biology, and in particular in computational modeling.","",""
"152",112,"",NA,"sep","http://purl.obolibrary.org/obo/sep.owl","http://purl.obolibrary.org/obo/sep.owl","","","","http://psidev.info/index.php?q=node/312","A structured controlled vocabulary for the annotation of sample processing and separation techniques in scientific experiments.","",""
"153",113,"",NA,"sibo","http://purl.obolibrary.org/obo/sibo.owl","http://purl.obolibrary.org/obo/sibo.owl","","","","https://github.com/obophenotype/sibo","Social Behavior in insects","",""
"154",114,"",NA,"so","http://purl.obolibrary.org/obo/so.owl","http://purl.obolibrary.org/obo/so.owl","","","","https://github.com/The-Sequence-Ontology/SO-Ontologies","A structured controlled vocabulary for sequence annotation, for the exchange of annotation data and for the description of sequence objects in databases.","",""
"155",115,"",NA,"spd","http://purl.obolibrary.org/obo/spd.owl","http://purl.obolibrary.org/obo/spd.owl","","","","http://research.amnh.org/atol/files/","An ontology for spider comparative biology including anatomical parts (e.g. leg, claw), behavior (e.g. courtship, combing) and products (i.g. silk, web, borrow).","",""
"156",116,"",NA,"stato","http://purl.obolibrary.org/obo/stato.owl","http://purl.obolibrary.org/obo/stato.owl","","","","http://stato-ontology.org/","STATO is a general-purpose STATistics Ontology. Its aim is to provide coverage for processes such as statistical tests, their conditions of application, and information needed or resulting from statistical methods, such as probability distributions, variables, spread and variation metrics. STATO also covers aspects of experimental design and description of plots and graphical representations commonly used to provide visual cues of data distribution or layout and to assist review of the results.","",""
"157",117,"",NA,"swo","http://purl.obolibrary.org/obo/swo.owl","http://purl.obolibrary.org/obo/swo.owl","","","","www.ebi.ac.uk/efo/swo",NA,"",""
"158",118,"",NA,"symp","http://purl.obolibrary.org/obo/symp.owl","http://purl.obolibrary.org/obo/symp.owl","","","","http://symptomontologywiki.igs.umaryland.edu/mediawiki/index.php/Main_Page","An ontology of disease symptoms, with symptoms encompasing perceived changes in function, sensations or appearance reported by a patient indicative of a disease.","",""
"159",119,"",NA,"tads","http://purl.obolibrary.org/obo/tads.owl","http://purl.obolibrary.org/obo/tads.owl","","","","http://anobase.vectorbase.org","The anatomy of the Tick, <i>Families: Ixodidae, Argassidae</i>","",""
"160",120,"",NA,"taxrank","http://purl.obolibrary.org/obo/taxrank.owl","http://purl.obolibrary.org/obo/taxrank.owl","","","","https://www.phenoscape.org/wiki/Taxonomic_Rank_Vocabulary","A vocabulary of taxonomic ranks (species, family, phylum, etc)","",""
"161",121,"",NA,"tgma","http://purl.obolibrary.org/obo/tgma.owl","http://purl.obolibrary.org/obo/tgma.owl","","","","http://anobase.vectorbase.org","A structured controlled vocabulary of the anatomy of mosquitoes.","",""
"162",122,"Planteome",NA,"to","http://purl.obolibrary.org/obo/to.owl","http://purl.obolibrary.org/obo/to.owl","","","http://dev.planteome.org/amigo/term/TO:0000387","http://planteome.org","A controlled vocabulary of describe phenotypic traits in plants.","Planteome browser",""
"163",123,"",NA,"trans","http://purl.obolibrary.org/obo/trans.owl","http://purl.obolibrary.org/obo/trans.owl","","","","http://diseaseontology.sourceforge.net/","An ontology representing the disease transmission process during which the pathogen is transmitted directly or indirectly from its natural reservoir, a susceptible host or source to a new host.","",""
"164",124,"",NA,"tto","http://purl.obolibrary.org/obo/tto.owl","http://purl.obolibrary.org/obo/tto.owl","","","","https://www.nescent.org/phenoscape/Main_Page","An ontology covering the taxonomy of teleosts (bony fish)","",""
"165",125,"RGD",NA,"uberon","http://purl.obolibrary.org/obo/uberon.owl","http://purl.obolibrary.org/obo/uberon.owl","","","http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=UBERON:0001062","http://uberon.org","An integrated cross-species anatomy ontology covering animals and bridging multiple species-specific ontologies","Gene Ontology AmiGO 2 Browser",""
"166",125,"RGD",NA,"uberon","http://purl.obolibrary.org/obo/uberon.owl","http://purl.obolibrary.org/obo/uberon.owl","","","http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=UBERON:0001062","http://uberon.org","An integrated cross-species anatomy ontology covering animals and bridging multiple species-specific ontologies","Gene Ontology AmiGO 2 Browser",""
"167",125,"RGD",NA,"uberon","http://purl.obolibrary.org/obo/uberon.owl","http://purl.obolibrary.org/obo/uberon.owl","","","http://amigo.geneontology.org/amigo/term/UBERON:0001062#display-lineage-tab","http://uberon.org","An integrated cross-species anatomy ontology covering animals and bridging multiple species-specific ontologies","Gene Ontology AmiGO 2 Browser",""
"168",125,"RGD",NA,"uberon","http://purl.obolibrary.org/obo/uberon.owl","http://purl.obolibrary.org/obo/uberon.owl","","","http://amigo.geneontology.org/amigo/term/UBERON:0001062#display-lineage-tab","http://uberon.org","An integrated cross-species anatomy ontology covering animals and bridging multiple species-specific ontologies","Gene Ontology AmiGO 2 Browser",""
"169",125,"AmiGO (SUBSET)",NA,"uberon","http://purl.obolibrary.org/obo/uberon.owl","http://purl.obolibrary.org/obo/uberon.owl","","","http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=UBERON:0001062","http://uberon.org","An integrated cross-species anatomy ontology covering animals and bridging multiple species-specific ontologies","Gene Ontology AmiGO 2 Browser",""
"170",125,"AmiGO (SUBSET)",NA,"uberon","http://purl.obolibrary.org/obo/uberon.owl","http://purl.obolibrary.org/obo/uberon.owl","","","http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=UBERON:0001062","http://uberon.org","An integrated cross-species anatomy ontology covering animals and bridging multiple species-specific ontologies","Gene Ontology AmiGO 2 Browser",""
"171",125,"AmiGO (SUBSET)",NA,"uberon","http://purl.obolibrary.org/obo/uberon.owl","http://purl.obolibrary.org/obo/uberon.owl","","","http://amigo.geneontology.org/amigo/term/UBERON:0001062#display-lineage-tab","http://uberon.org","An integrated cross-species anatomy ontology covering animals and bridging multiple species-specific ontologies","Gene Ontology AmiGO 2 Browser",""
"172",125,"AmiGO (SUBSET)",NA,"uberon","http://purl.obolibrary.org/obo/uberon.owl","http://purl.obolibrary.org/obo/uberon.owl","","","http://amigo.geneontology.org/amigo/term/UBERON:0001062#display-lineage-tab","http://uberon.org","An integrated cross-species anatomy ontology covering animals and bridging multiple species-specific ontologies","Gene Ontology AmiGO 2 Browser",""
"173",126,"",NA,"uo","http://purl.obolibrary.org/obo/uo.owl","http://purl.obolibrary.org/obo/uo.owl","","","","https://github.com/bio-ontology-research-group/unit-ontology","Metrical units for use in conjunction with PATO","",""
"174",127,"",NA,"upheno",NA,NA,"","","","",NA,"",""
"175",128,"",NA,"vario","http://purl.obolibrary.org/obo/vario.owl","http://purl.obolibrary.org/obo/vario.owl","","","","http://variationontology.org","Variation Ontology, VariO, is an ontology for standardized, systematic description of effects, consequences and mechanisms of variations.","",""
"176",129,"",NA,"vo","http://purl.obolibrary.org/obo/vo.owl","http://purl.obolibrary.org/obo/vo.owl","","","","http://www.violinet.org/vaccineontology","a biomedical ontology in the domain of vaccine and vaccination","",""
"177",130,"",NA,"vt","http://purl.obolibrary.org/obo/vt.owl","http://purl.obolibrary.org/obo/vt.owl","","","","","An ontology of traits covering vertebrates","",""
"178",131,"",NA,"vto","http://purl.obolibrary.org/obo/vto.owl","http://purl.obolibrary.org/obo/vto.owl","","","","",NA,"",""
"179",132,"",NA,"wbbt","http://purl.obolibrary.org/obo/wbbt.owl","http://purl.obolibrary.org/obo/wbbt.owl","","","","http://www.wormbase.org/","A structured controlled vocabulary of the anatomy of <i>Caenorhabditis elegans</i>.","",""
"180",133,"",NA,"wbls","http://purl.obolibrary.org/obo/wbls.owl","http://purl.obolibrary.org/obo/wbls.owl","","","","http://www.wormbase.org/","A structured controlled vocabulary of the development of <i>Caenorhabditis elegans</i>.","",""
"181",134,"",NA,"wbphenotype","http://purl.obolibrary.org/obo/wbphenotype.owl","http://purl.obolibrary.org/obo/wbphenotype.owl","","","","http://www.wormbase.org/","A structured controlled vocabulary of <i>Caenorhabditis elegans</i> phenotypes","",""
"182",135,"RGD",NA,"xco","http://purl.obolibrary.org/obo/xco.owl","http://purl.obolibrary.org/obo/xco.owl","","","http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=XCO:0000000","http://rgd.mcw.edu/rgdweb/ontology/search.html","Conditions under which physiological and morphological measurements are made both in the clinic and in studies involving humans or model organisms.","RGD Ontology Browser",""
"183",135,"RGD",NA,"xco","http://purl.obolibrary.org/obo/xco.owl","http://purl.obolibrary.org/obo/xco.owl","","","http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=XCO:0000000","ftp://ftp.rgd.mcw.edu/pub/ontology/experimental_condition/","Conditions under which physiological and morphological measurements are made both in the clinic and in studies involving humans or model organisms.","RGD Ontology Browser",""
"184",136,"",NA,"zfs","http://purl.obolibrary.org/obo/zfs.owl","http://purl.obolibrary.org/obo/zfs.owl","","","","http://zfin.org/zf_info/anatomy/dict/sum.html","Developmental stages of the Zebrafish","",""
"185",137,"",NA,"aao",NA,NA,"","","","http://github.com/seger/aao",NA,"",""
"186",138,"",NA,"adw",NA,NA,"","","","http://www.animaldiversity.org",NA,"",""
"187",139,"",NA,"ato",NA,NA,"","","","http://www.amphibanat.org",NA,"",""
"188",140,"",NA,"bila",NA,NA,"","","","http://4dx.embl.de/4DXpress",NA,"",""
"189",141,"",NA,"bootstrep",NA,NA,"","","","http://www.ebi.ac.uk/Rebholz-srv/GRO/GRO.html",NA,"",""
"190",142,"",NA,"dc_cl",NA,NA,"","","","http://www.dukeontologygroup.org/Projects.html",NA,"",""
"191",143,"",NA,"ehda",NA,NA,"","","","http://genex.hgu.mrc.ac.uk/",NA,"",""
"192",144,"",NA,"ehdaa",NA,NA,"","","","",NA,"",""
"193",145,"",NA,"ev",NA,NA,"","","","http://www.evocontology.org/",NA,"",""
"194",146,"",NA,"fbsp",NA,NA,"","","","http://www.flybase.org/","The taxonomy of the family <i>Drosophilidae</i> (largely after Baechli) and of other taxa referred to in FlyBase.","",""
"195",147,"",NA,"gro",NA,NA,"","","","http://www.gramene.org/plant_ontology/",NA,"",""
"196",148,"",NA,"habronattus",NA,NA,"","","","http://www.mesquiteproject.org/ontology/Habronattus/index.html",NA,"",""
"197",149,"",NA,"iev",NA,NA,"","","","http://www.inoh.org",NA,"",""
"198",150,"",NA,"imr",NA,NA,"","","","http://www.inoh.org",NA,"",""
"199",151,"",NA,"ipr",NA,NA,"","","","http://www.ebi.ac.uk/interpro/index.html",NA,"",""
"200",152,"",NA,"lipro",NA,NA,"","","","","An ontology representation of the LIPIDMAPS nomenclature classification.","",""
"201",153,"",NA,"loggerhead",NA,NA,"","","","http://www.mesquiteproject.org/ontology/Loggerhead/index.html",NA,"",""
"202",154,"",NA,"mao",NA,NA,"","","","http://www-igbmc.u-strasbg.fr/BioInfo/MAO/mao.html",NA,"",""
"203",155,"",NA,"mat",NA,NA,"","","","",NA,"",""
"204",156,"",NA,"mo",NA,NA,"","","","http://mged.sourceforge.net/ontologies/MGEDontology.php","A standardized description of a microarray experiment in support of MAGE v.1.","",""
"205",157,"",NA,"nif_cell",NA,NA,"","","","http://neuinfo.org/","Neuronal cell types","",""
"206",158,"",NA,"nif_dysfunction",NA,NA,"","","","http://neuinfo.org/",NA,"",""
"207",159,"",NA,"nif_grossanatomy",NA,NA,"","","","http://neuinfo.org/",NA,"",""
"208",160,"",NA,"nmr",NA,NA,"","","","http://msi-ontology.sourceforge.net/","Descriptors relevant to the experimental conditions of the Nuclear Magnetic Resonance (NMR) component in a metabolomics investigation.","",""
"209",161,"",NA,"obo_rel",NA,NA,"","","","http://www.obofoundry.org/ro",NA,"",""
"210",162,"",NA,"pao",NA,NA,"","","","http://www.plantontology.org",NA,"",""
"211",163,"",NA,"pd_st",NA,NA,"","","","http://4dx.embl.de/platy",NA,"",""
"212",164,"",NA,"pgdso",NA,NA,"","","","http://www.plantontology.org",NA,"",""
"213",165,"",NA,"plo",NA,NA,"","","","http://www.sanger.ac.uk/Users/mb4/PLO/",NA,"",""
"214",166,"",NA,"propreo",NA,NA,"","","","http://lsdis.cs.uga.edu/projects/glycomics/propreo/",NA,"",""
"215",167,"",NA,"resid",NA,NA,"","","","http://www.ebi.ac.uk/RESID/","For the description of covalent bonds in proteins.","",""
"216",168,"",NA,"sao",NA,NA,"","","","http://ccdb.ucsd.edu/CCDBWebSite/sao.html",NA,"",""
"217",169,"",NA,"sopharm",NA,NA,"","","","http://www.loria.fr/~coulet/sopharm2.0_description.php",NA,"",""
"218",170,"",NA,"tahe",NA,NA,"","","","",NA,"",""
"219",171,"",NA,"tahh",NA,NA,"","","","",NA,"",""
"220",172,"",NA,"tao",NA,NA,"","","","http://wiki.phenoscape.org/wiki/Teleost_Anatomy_Ontology","Multispecies fish anatomy ontology. Originally seeded from ZFA, but intended to cover terms relevant to other taxa","",""
"221",173,"",NA,"vhog",NA,NA,"","","","",NA,"",""
"222",174,"",NA,"vsao",NA,NA,"","","","https://www.nescent.org/phenoscape/Main_Page","Vertebrate skeletal anatomy ontology.","",""
"223",175,"",NA,"ypo",NA,NA,"","","","http://www.yeastgenome.org/",NA,"",""
"224",176,"",NA,"zea",NA,NA,"","","","http://www.maizemap.org/",NA,"",""
