"","Original Position","Primary Prefix","Alternate Prefix","Local Identifier","Entity Identifier (e.g., IRI)","Identifier Namespace Path if Different","Identifier Resolution - Computable (y/n)","Identifier Resolution - Human Viewable (y/n)","Different Namespace for Human Readable Pages","Homepage","Description","Title","Source URL"
"376","376","DINTO","","","","","","","","","","The Drug-Drug Interactions Ontology",""
"377","377","NPO","","","","","","","","","","NanoParticle Ontology",""
"378","378","PVONTO","","","","","","","","","","Pharmacovigilance Ontology",""
"379","379","HP","","","","","","","","","","Human Phenotype Ontology",""
"380","380","CTX","","","","","","","","","","Cerebrotendinous Xanthomatosis Ontology",""
"381","381","PLOSTHES","","","","","","","","","","PLOS Thesaurus",""
"382","382","RXNO","","","","","","","","","","Name Reaction Ontology",""
"383","383","BSPO","","","","","","","","","","Spatial Ontology",""
"384","384","ABA-AMB","","","","","","","","","","Allen Brain Atlas (ABA) Adult Mouse Brain Ontology",""
"385","385","MIRO","","","","","","","","","","Mosquito Insecticide Resistance Ontology",""
"386","386","BNO","","","","","","","","","","Bionutrition Ontology",""
"387","387","GRO-CPD","","","","","","","","","","Cereal Plant Development Ontology",""
"388","388","TM-MER","","","","","","","","","","Traditional Medicine Meridian Value Sets",""
"389","389","CO-WHEAT","","","","","","","","","","Wheat Trait Ontology ",""
"390","390","NIC","","","","","","","","","","Nursing Interventions Classification",""
"391","391","ENM","","","","","","","","","","eNanoMapper",""
"392","392","GMO","","","","","","","","","","Growth Medium Onotology",""
"393","393","DIAGONT","","","","","","","","","","Diagnostic Ontology",""
"394","394","SWEET","","","","","","","","","","Semantic Web for Earth and Environment Technology Ontology",""
"395","395","SNPO","","","","","","","","","","Single-Nucleotide Polymorphism (SNP) Ontology",""
"396","396","CTONT","","","","","","","","","","Epoch Clinical Trial Ontology",""
"397","397","ATOL","","","","","","","","","","Animal Trait Ontology for Livestock",""
"398","398","PORO","","","","","","","","","","Porifera Ontology",""
"399","399","FMA","","","","","","","","","","Foundational Model of Anatomy",""
"400","400","SYMP","","","","","","","","","","Symptom Ontology",""
"401","401","CBO","","","","","","","","","","Cell Behavior Ontology",""
"402","402","NMOSP","","","","","","","","","","NeuroMorpho.Org species ontology",""
"403","403","TEDDY","","","","","","","","","","Terminology for the Description of Dynamics",""
"404","404","EXO","","","","","","","","","","Exposure Ontology",""
"405","405","CARELEX","","","","","","","","","","Content Archive Resource Exchange Lexicon",""
"406","406","HPIO","","","","","","","","","","Host Pathogen Interactions Ontology",""
"407","407","BAO","","","","","","","","","","BioAssay Ontology",""
"408","408","MA","","","","","","","","","","Mouse Adult Gross Anatomy Ontology",""
"409","409","MIM","","","","","","","","","","Molecular Interaction Map",""
"410","410","RNPRIO","","","","","","","","","","Research Network and Patient Registry Inventory Ontology",""
"411","411","CPRO","","","","","","","","","","Computer-Based Patient Record Ontology",""
"412","412","GO-PLUS","","","","","","","","","","go-plus",""
"413","413","ICPS","","","","","","","","","","International Classification for Patient Safety",""
"414","414","suicideo","","","","","","","","","","suicideonto",""
"415","415","NIFCELL","","","","","","","","","","Neuroscience Information Framework (NIF) Cell Ontology",""
"416","416","PP","","","","","","","","","","Pipeline Patterns Ontology",""
"417","417","GPML","","","","","","","","","","Graphical Pathway Markup Language",""
"418","418","CHEMBIO","","","","","","","","","","Systems Chemical Biology and Chemogenomics Ontology ",""
"419","419","MOOCULADO","","","","","","","","","","Molgula oculata Anatomy and Development Ontology",""
"420","420","EXACT","","","","","","","","","","An ontology for experimental actions",""
"421","421","TAO","","","","","","","","","","Teleost Anatomy Ontology",""
"422","422","VSAO","","","","","","","","","","Vertebrate Skeletal Anatomy Ontology",""
"423","423","OBI_BCGO","","","","","","","","","","Beta Cell Genomics Ontology",""
"424","424","SP","","","","","","","","","","SMART Protocols",""
"425","425","ECP","","","","","","","","","","Electronic Care Plan",""
"426","426","CSO","","","","","","","","","","Clinical Study Ontology",""
"427","427","WB-LS","","","","","","","","","","C. elegans Development Vocabulary",""
"428","428","DCO","","","","","","","","","","Dispedia Core Ontology",""
"429","429","PROPREO","","","","","","","","","","Proteomics Data and Process Provenance Ontology",""
"430","430","PCO","","","","","","","","","","Population and Community Ontology",""
"431","431","SOPHARM","","","","","","","","","","Suggested Ontology for Pharmacogenomics",""
"432","432","MEDLINEPLUS","","","","","","","","","","MedlinePlus Health Topics",""
"433","433","HOM","","","","","","","","","","Ontology of Homology and Related Concepts in Biology",""
"434","434","NDFRT","","","","","","","","","","National Drug File - Reference Terminology",""
"435","435","CTO","","","","","","","","","","Clinical Trials Ontology",""
"436","436","EDAMTO","","","","","","","","","","EDAM Topics",""
"437","437","OOEVV","","","","","","","","","","Ontology of Experimental Variables and Values",""
"438","438","NCCO","","","","","","","","","","Nursing Care Coordination Ontology",""
"439","439","PAV","","","","","","","","","","PAV Provenance, Authoring and Versioning",""
"440","440","PHYLONT","","","","","","","","","","Phylogenetic Ontology",""
"441","441","GO-EXT","","","","","","","","","","Gene Ontology Extension",""
"442","442","QIBO","","","","","","","","","","Quantitative Imaging Biomarker Ontology",""
"443","443","SO","","","","","","","","","","Sequence Types and Features Ontology",""
"444","444","OBI","","","","","","","","","","Ontology for Biomedical Investigations",""
"445","445","GCO","","","","","","","","","","Genome Component Ontology",""
"446","446","APANEUROCLUSTER","","","","","","","","","","APA Neuro Cluster",""
"447","447","RP","","","","","","","","","","Resep Project",""
"448","448","PDQ","","","","","","","","","","Physician Data Query",""
"449","449","FB-BT","","","","","","","","","","Drosophila Gross Anatomy Ontology",""
"450","450","IFAR","","","","","","","","","","Fanconi Anemia Ontology",""
"451","451","GO","","","","","","","","","","Gene Ontology",""
"452","452","BFO","","","","","","","","","","Basic Formal Ontology",""
"453","453","MHC","","","","","","","","","","Major Histocompatibility Complex Ontology",""
"454","454","PDO_CAS","","","","","","","","","","Plant Diversity Ontology",""
"455","455","DRON","","","","","","","","","","The Drug Ontology",""
"456","456","ONL-MSA","","","","","","","","","","Mental State Assessment",""
"457","457","VIVO-ISF","","","","","","","","","","VIVO-Integrated Semantic Framework",""
"458","458","BOF","","","","","","","","","","Biodiversity Ontology",""
"459","459","SDO","","","","","","","","","","Sleep Domain Ontology",""
"460","460","NATPRO","","","","","","","","","","Natural Products Ontology",""
"461","461","ICPC","","","","","","","","","","International Classification of Primary Care",""
"462","462","NBO","","","","","","","","","","Neuro Behavior Ontology",""
"463","463","PEDTERM","","","","","","","","","","Pediatric Terminology",""
"464","464","ALLERGYDETECTOR","","","","","","","","","","Allergy Detector II",""
"465","465","DDANAT","","","","","","","","","","Dictyostelium Discoideum Anatomy Ontology",""
"466","466","JERM","","","","","","","","","","SysMO JERM Ontology of Systems Biology for Micro-Organisms",""
"467","467","PECO","","","","","","","","","","Plant Environmental Conditions",""
"468","468","DERMO","","","","","","","","","","Human Dermatological Disease Ontology",""
"469","469","PHENX","","","","","","","","","","PhenX Phenotypic Terms",""
"470","470","SNMI","","","","","","","","","","Systematized Nomenclature of Medicine, International Version",""
"471","471","ECG","","","","","","","","","","Electrocardiography Ontology",""
"472","472","PO","","","","","","","","","","Plant Ontology",""
